Unnamed: 0,Company,TypeName,Inches,ScreenResolution,Ram,Memory,Gpu,OpSys,Weight
633.0,Lenovo,Notebook,15.6,Full HD 1920x1080,4GB,1TB HDD,Nvidia GeForce 920MX ,Windows 10,2.2kg
634.0,Asus,Notebook,15.6,1366x768,8GB,1TB HDD,Intel HD Graphics 500,Windows 10,2kg
635.0,Asus,Notebook,15.6,Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,1.99kg
636.0,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.23kg
637.0,Lenovo,Notebook,14,1366x768,2GB,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.42kg
638.0,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.37kg
639.0,Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,16GB,1TB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06kg
640.0,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050M,Windows 10,2.5kg
641.0,HP,Notebook,17,1600x900,8GB,1TB HDD,AMD Radeon R5,Windows 10,2.6kg
642.0,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.14kg
643.0,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce GTX 1050 Ti,No OS,2.5kg
644.0,Acer,Notebook,15.6,1366x768,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.4kg
645.0,Lenovo,Notebook,14,1366x768,4GB,32GB Flash Storage,Intel HD Graphics,Windows 10,1.43kg
646.0,Acer,Ultrabook,14,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel Graphics 620,Windows 10,1.8kg
647.0,Razer,Gaming,14,Full HD 1920x1080,16GB,256GB SSD,Nvidia GeForce GTX 1060,Windows 10,1.95kg
648.0,Toshiba,Notebook,13.3,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.2kg
649.0,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.36kg
650.0,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,32GB,512GB SSD,Nvidia GeForce GTX 1080,Windows 10,3.8kg
651.0,Acer,Gaming,15.6,Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4kg
652.0,Dell,Ultrabook,13.3,Full HD 1920x1080,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2kg
653.0,MSI,Gaming,15.6,Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2kg
654.0,HP,Notebook,15.6,1366x768,4GB,500GB HDD,Intel HD Graphics 520,No OS,1.86kg
655.0,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.0kg
656.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,AMD Radeon 530,Windows 10,6.2kg
657.0,Dell,Notebook,15.6,Full HD 1920x1080,16GB,256GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.2kg
658.0,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960,Windows 10,3.31kg
659.0,Dell,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,32GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42kg
660.0,Dell,Notebook,14,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.56kg
661.0,Lenovo,Notebook,15.6,1366x768,4GB,500GB HDD,Intel HD Graphics 500,Windows 10,2.2kg
662.0,Lenovo,Notebook,15.6,Full HD 1920x1080,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.2kg
663.0,HP,Notebook,15.6,1920x1080,6GB,1TB HDD,AMD Radeon R5 M430,Windows 10,2.04kg
664.0,MSI,Gaming,17.3,Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7kg
665.0,Toshiba,Notebook,15.6,1366x768,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,2.1kg
667.0,HP,Notebook,15.6,Full HD 1920x1080,8GB,1TB HDD,AMD Radeon 530,Windows 10,2.1kg
668.0,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.0kg
669.0,Acer,Notebook,15.6,1366x768,4GB,128GB SSD,Intel HD Graphics 520,Linux,2.1kg
670.0,Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,8GB,256GB SSD,Intel Iris Plus Graphics 640,Windows 10 S,1.252kg
671.0,Lenovo,Notebook,15.6,Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,AMD Radeon R5 M430,Windows 10,1.90kg
672.0,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.3kg
673.0,Lenovo,Notebook,35.6,1366x768,4GB,128GB SSD,AMD Radeon R2 Graphics,Windows 10,2.2kg
674.0,HP,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,4GB,128GB SSD,Nvidia GeForce 940MX,Windows 10,1.63kg
675.0,MSI,Gaming,15.6,Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4kg
676.0,Asus,Ultrabook,14,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.1kg
677.0,HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,8GB,64GB Flash Storage,Intel HD Graphics 500,Chrome OS,1.4kg
678.0,LG,Ultrabook,15.6,IPS Panel Full HD 1920x1080,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.09kg
679.0,Acer,Gaming,15.6,Full HD 1920x1080,16GB,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5kg
680.0,MSI,Gaming,15.6,Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.2kg
681.0,Asus,Notebook,15.6,1366x768,4GB,128GB SSD,Intel HD Graphics 500,Windows 10,1.86kg
682.0,Dell,Gaming,15.6,Full HD 1920x1080,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.21kg
683.0,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,4GB,256GB SSD,AMD Radeon R5 520,Windows 10,2.5kg
684.0,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,512GB SSD,Intel UHD Graphics 620,Windows 10,1.19kg
685.0,Dell,Gaming,15.6,Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.49kg
686.0,HP,Notebook,15.6,1366x768,4GB,500GB HDD,AMD Radeon 520,Windows 10,1.86kg
687.0,Dell,Notebook,15.6,1366x768,4GB,1TB HDD,AMD Radeon R5 M430,Windows 10,2.2kg
688.0,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,6GB,2TB HDD,AMD Radeon R7 M440,Windows 10,2.65kg
689.0,Lenovo,Notebook,15.6,1366x768,4GB,500GB HDD,Intel HD Graphics 510,Windows 10,2.1kg
690.0,Acer,Notebook,14,1366x768,4GB,32GB Flash Storage,Intel HD Graphics 510,Chrome OS,1.45kg
691.0,Lenovo,Notebook,14,Full HD 1920x1080,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.7kg
692.0,HP,Workstation,17.3,Full HD 1920x1080,8GB,500GB HDD,Nvidia Quadro M1200,Windows 10,3.14kg
693.0,Lenovo,2 in 1 Convertible,14,Touchscreen 2560x1440,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.42kg
694.0,Toshiba,Notebook,13.3,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.5kg
695.0,Acer,Netbook,11.6,1366x768,4GB,32GB Flash Storage,Intel HD Graphics,Windows 10,1.4kg
696.0,Lenovo,2 in 1 Convertible,14,Full HD / Touchscreen 1920x1080,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.38kg
697.0,Asus,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,4GB,64GB Flash Storage,Intel HD Graphics 515,Chrome OS,1.2kg
698.0,Toshiba,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,16GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.36kg
700.0,Dell,Gaming,15.6,Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.56kg
701.0,Lenovo,Notebook,15.6,Full HD 1920x1080,4GB,256GB SSD,AMD Radeon 530,Windows 10,2.2kg
702.0,Lenovo,Notebook,15.6,1366x768,8GB,1TB HDD,AMD Radeon R7,Windows 10,2.2kg
703.0,Lenovo,Notebook,15.6,Full HD 1920x1080,4GB,1TB HDD +  1TB HDD,Intel HD Graphics 620,Windows 10,2.1kg
704.0,Lenovo,Notebook,15.6,1366x768,4GB,500GB HDD,Intel HD Graphics 520,No OS,1.90kg
705.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.18kg
706.0,Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,1GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.6kg
707.0,Lenovo,Workstation,15.6,Full HD 1920x1080,16GB,512GB SSD,Nvidia Quadro M520M,Windows 7,2.18kg
708.0,Lenovo,Notebook,14,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.8kg
709.0,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,6GB,2TB HDD,AMD Radeon 530,Windows 10,2.71kg
710.0,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5kg
711.0,Dell,Notebook,14,Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce 930MX,Linux,1.64kg
712.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,1TB HDD,Intel HD Graphics 620,Linux,1.98kg
713.0,Asus,Notebook,14,Full HD 1920x1080,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5kg
714.0,Dell,Notebook,15.6,Full HD 1920x1080,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.93kg
715.0,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce 920MX,Windows 10,1.87kg
716.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.9kg
717.0,Lenovo,Notebook,15.6,1366x768,4GB,500GB HDD,AMD Radeon R4,Windows 10,2.19kg
718.0,Mediacom,Notebook,14,IPS Panel Full HD 1920x1200,4GB,32GB HDD,Intel HD Graphics 400,Windows 10,1.4kg
719.0,HP,Notebook,17.3,Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.63kg
720.0,Lenovo,Ultrabook,14,IPS Panel Quad HD+ 2560x1440,64GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.17kg
721.0,HP,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1366x768,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.58kg
722.0,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.32kg
723.0,Dell,Gaming,17.3,4K Ultra HD 3840x2160,32GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.36kg
724.0,MSI,Gaming,17.3,Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7kg
725.0,Lenovo,Notebook,15.6,1366x768,4GB,1TB HDD,Intel HD Graphics 620,No OS,1.9kg
727.0,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,1.71kg
728.0,Dell,Notebook,15.6,1366x768,8GB,1TB HDD,AMD Radeon R7 M445,Linux,2.32kg
729.0,HP,Notebook,15.6,Full HD 1920x1080,4GB,1TB HDD,AMD Radeon 520,Windows 10,2.1kg
730.0,Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.2kg
731.0,Dell,Notebook,15.6,1366x768,12GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.25kg
732.0,HP,Notebook,15.6,Full HD 1920x1080,6GB,128GB SSD +  1TB HDD,AMD Radeon 520,Windows 10,2.1kg
733.0,Acer,Notebook,15.6,1366x768,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.4kg
734.0,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.44kg
735.0,Lenovo,Notebook,15.6,Full HD 1920x1080,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,1.85kg
736.0,HP,Workstation,15.6,Full HD 1920x1080,16GB,256GB SSD,Nvidia Quadro M2200,Windows 10,2.6kg
737.0,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,8GB,1TB HDD,Intel UHD Graphics 620,Windows 10,1.55kg
738.0,MSI,Gaming,15.6,Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.8kg
739.0,Acer,Notebook,15.6,1366x768,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.4kg
740.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.0kg
741.0,Dell,Notebook,15.6,1366x768,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,2kg
742.0,Toshiba,Notebook,14,IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.25kg
743.0,Lenovo,2 in 1 Convertible,14,Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.7kg
744.0,Lenovo,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,16GB,1TB SSD,Nvidia Quadro M520M,Windows 10,2.5kg
745.0,Acer,Notebook,14,1366x768,2GB,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.68kg
746.0,Samsung,Ultrabook,13.3,Full HD 1920x1080,16GB,256GB SSD,Intel HD Graphics 620,Windows 10,0.81kg
748.0,Dell,Notebook,14,1366x768,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.6kg
749.0,HP,Workstation,17.3,IPS Panel Full HD 1920x1080,16GB,256GB SSD,Nvidia Quadro M2000M,Windows 7,3kg
750.0,Lenovo,Netbook,11.6,Touchscreen 1366x768,4GB,128GB SSD,Intel HD Graphics 400,Windows 10,1.4kg
751.0,HP,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.84kg
752.0,Asus,Notebook,15.6,1366x768,4GB,1TB HDD,Nvidia GeForce GTX 950M,No OS,2.45kg
754.0,Asus,Notebook,15.6,1366x768,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.37kg
755.0,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,8GB,256GB SSD,Intel HD Graphics 540,Windows 10,1.3kg
756.0,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2kg
757.0,HP,Workstation,15.6,Full HD 1920x1080,8GB,256GB SSD,Nvidia Quadro M1000M,Windows 7,2.59kg
758.0,Dell,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42kg
759.0,Acer,Notebook,15.6,1366x768,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.1kg
760.0,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.5kg
761.0,Dell,Ultrabook,12.5,Full HD 1920x1080,16GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.18kg
762.0,Google,Ultrabook,12.3,Touchscreen 2400x1600,8GB,256GB SSD,Intel HD Graphics 615,Chrome OS,1.1kg
763.0,Asus,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.2kg
764.0,Dell,Notebook,13.3,1366x768,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.65kg
765.0,Acer,Notebook,13.3,1366x768,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.6kg
766.0,Asus,Notebook,17.3,1366x768,4GB,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.8kg
767.0,Dell,Gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.72kg
768.0,Samsung,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.31kg
769.0,Acer,Notebook,15.6,1366x768,4GB,1TB HDD,Intel HD Graphics 505,Linux,2.1kg
770.0,Dell,Notebook,15.6,Full HD 1920x1080,16GB,?,AMD Radeon R7 M445,Windows 10,2.3kg
771.0,Samsung,2 in 1 Convertible,15,Full HD / Touchscreen 1920x1080,16GB,256GB SSD,AMD Radeon 540,Windows 10,1.71kg
772.0,Toshiba,Notebook,14,IPS Panel 1366x768,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.75kg
773.0,Dell,Gaming,15.6,Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.62kg
775.0,Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,12GB,2TB HDD,Nvidia GeForce 940MX,Windows 10,2.3kg
776.0,Lenovo,Notebook,15.6,4K Ultra HD 3840x2160,16GB,512GB SSD,Nvidia Quadro M2000M,Windows 7,2.5kg
777.0,Acer,Notebook,14,IPS Panel Full HD 1920x1080,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.8kg
778.0,Razer,Gaming,14,Full HD 1920x1080,16GB,512GB SSD,Nvidia GeForce GTX 1060,Windows 10,1.95kg
779.0,Asus,Notebook,15.6,1920x1080,8GB,128GB SSD,Intel HD Graphics 505,Windows 10,2kg
780.0,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,32GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070M,Windows 10,4.42kg
781.0,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.3kg
782.0,Toshiba,Ultrabook,14,IPS Panel Full HD 1920x1080,16GB,512GB SSD,Nvidia GeForce 930M,Windows 10,1.47kg
783.0,Lenovo,Notebook,15.6,1366x768,8GB,1TB HDD,Intel HD Graphics 405,No OS,2.2kg
784.0,Lenovo,Ultrabook,14,Full HD 1920x1080,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.7kg
785.0,MSI,Gaming,14,IPS Panel Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.6kg
786.0,MSI,Gaming,15.6,Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2kg
787.0,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,4GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4kg
788.0,Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.2kg
789.0,Dell,Gaming,15.6,Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.62kg
790.0,Asus,Gaming,15.6,Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX1060,Windows 10,2.24kg
791.0,Vero,Notebook,14,1920x1080,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.22kg
792.0,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.37kg
793.0,Lenovo,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,8GB,256GB SSD,AMD Radeon R7 M460,Windows 10,2.08kg
794.0,Apple,Ultrabook,12,IPS Panel Retina Display 2304x1440,8GB,512GB Flash Storage,Intel HD Graphics 5300,Mac OS X,0.920kg
795.0,Lenovo,2 in 1 Convertible,14,IPS Panel Touchscreen 2560x1440,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.42kg
796.0,Asus,Notebook,14,1366x768,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.63kg
797.0,Dell,Notebook,15.6,1366x768,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.95kg
798.0,Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.38kg
799.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,AMD Radeon R5 M420X,Windows 10,2kg
800.0,HP,Workstation,15.6,Full HD 1920x1080,8GB,256GB SSD,Nvidia Quadro M2200,Windows 10,3.14kg
801.0,Asus,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.37kg
802.0,Dell,Ultrabook,13.3,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.29kg
803.0,Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06kg
804.0,Dell,Netbook,11.6,1366x768,4GB,128GB SSD,Intel HD Graphics 505,Windows 10,1.63kg
805.0,HP,Netbook,12.5,1366x768,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.26kg
806.0,Toshiba,Notebook,15.6,1366x768,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg
807.0,HP,Notebook,15.6,1366x768,8GB,2TB HDD,AMD Radeon R7 Graphics,Windows 10,2.04kg
808.0,Dell,Gaming,15.6,4K Ultra HD 3840x2160,16GB,512GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62kg
809.0,Lenovo,Notebook,15.6,Full HD 1920x1080,4GB,1TB HDD,Nvidia GeForce 920M,Windows 10,2.4kg
810.0,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,12GB,1TB HDD,AMD Radeon RX 580,Windows 10,3.74kg
811.0,MSI,Gaming,17.3,Full HD 1920x1080,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9kg
812.0,Samsung,Ultrabook,13.3,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,0.81kg
813.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce GT 940MX,Windows 10,1.98kg
814.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,AMD Radeon R5 M420,Windows 10,2.18kg
815.0,Lenovo,Ultrabook,14,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.32kg
816.0,Razer,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.29kg
817.0,HP,Netbook,11.6,1366x768,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.23kg
818.0,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.36kg
819.0,Dell,Notebook,14,1366x768,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.76kg
820.0,Lenovo,Notebook,15.6,1366x768,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg
821.0,Toshiba,Ultrabook,14,1366x768,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.25kg
822.0,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.13kg
823.0,MSI,Gaming,15.6,Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.4kg
824.0,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,8GB,256GB Flash Storage,Intel HD Graphics 620,Windows 10,1.13kg
825.0,Toshiba,Notebook,14,1366x768,4GB,128GB SSD,Intel HD Graphics 510,Windows 10,1.75kg
826.0,Asus,2 in 1 Convertible,13.3,Touchscreen / Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.1kg
827.0,Dell,Notebook,14,1366x768,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.76kg
828.0,Acer,Netbook,11.6,IPS Panel 1366x768,4GB,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.35kg
829.0,Acer,Notebook,14,IPS Panel Full HD 1920x1080,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.5kg
830.0,Razer,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,32GB,512GB SSD,Nvidia GeForce GTX 1080,Windows 10,3.49kg
831.0,Lenovo,Ultrabook,14,IPS Panel Quad HD+ 2560x1440,16GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.1kg
832.0,Asus,Notebook,15.6,Full HD 1920x1080,4GB,1TB HDD,Nvidia GeForce 920,Linux,2.1kg
833.0,Lenovo,Notebook,14,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.7kg
834.0,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.32kg
835.0,Dell,Gaming,15.6,Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.21kg
836.0,Asus,Gaming,17.3,Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9kg
837.0,Toshiba,Notebook,15.6,1366x768,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.0kg
838.0,Lenovo,Notebook,14,1366x768,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.5kg
839.0,Asus,Notebook,15.6,Full HD 1920x1080,8GB,128GB HDD,Intel HD Graphics 620,Windows 10,2.3kg
840.0,Asus,Gaming,17.3,Full HD 1920x1080,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.73kg
841.0,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,32GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42kg
842.0,HP,Notebook,17.3,1600x900,8GB,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.63kg
843.0,Dell,Notebook,15.6,1366x768,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,2.18kg
